Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
287715d0,0.070058861386309,0,0.021795192931381,0.12780610699126,0,0.05364614335993,0,0,0,0,0,0.067548287532443,0.035435794941271,0.077150928951573,0.024010685416128,0.12266487134573,0.10884881875256,0,0.2666639491952,0,0,0.024370359196228,0.03,0.29327385734031414,0.9608722621167562
2891f45a,0.16392347791608,0,0.26020819653069,0.1541816309162,0,0.0054642707309049,0.012666131384836,0.0044413718578338,0.0074264160331759,0,0,0.037852754721383,0,0.064718294198049,0.063186210397833,0.051462162643184,0.12955328366506,0,0.02531144349793,0,0,0.019604355506842,0,0.685002466380427,0.7470784986608296
29326e2f,0.1171384217154,0,0.24367545160799,0,0,0.11102732132421,0,0.030875204781529,0.054364243042599,0,0.028469318276636,0.015735475265264,0,0.24296164851162,0.014786494719213,0.068221303680611,0,0,0,0.072745117074936,0,0,0,0.4978177460539154,0.8663013919170047
29b681e1,0.099926234153789,0,0.31224126937998,0.12445381222393,0,0.017870965899726,0.047128523942905,0.044755961514103,0,0.015736546977176,0,0.007516226529677,0,0.091014107858373,0.053491353126701,0.11416360135362,0.032746759561187,0,0.038510551376269,0,0.0004,0,0,0.6324933972661269,0.782159997687672
29c5dc54,0.21996800112891,0,0.34845904921873,0.080715423086212,0,0.030852847474501,0.032538756310166,0,0,0,0,0.045958196773854,0.019380907428291,0.037591430372156,0.023164004417679,0.038840206581313,0,0.041468272174596,0.027726344976788,0.038022907728417,0,0.015313652328386,0,0.5999110989455572,0.7994389632831944
2a77f7b7,0.0594994806089,0,0.36250560368774,0.011505385237328,0,0.096328198864394,0,0.045901184407511,0,0,0,0.04561913759524,0.012511031419147,0.02026008095125,0.043536063626661,0.052526015426632,0.17495018641119,0,0,0.050702193527219,0,0.024155438236792,0,0.6740698168057838,0.7521179853027882
2b4af4f1,0.1044153527859,0,0.33843759778941,0.10094084349016,0,0.045313737374948,0.064319416109663,0.048554994314675,0,0.0004,0,0.037870422008871,0,0.058654966820124,0.067761198915083,0.049844126536117,0.046466235794291,0,0,0.037033018241604,0,0,0,0.7416348191726856,0.6982622189879601
2b5a102d,0.13068259271687,0,0.27983499760914,0.030970777974003,0,0.073216391057646,0.02003045768024,0,0.012537921853279,0.025108698009957,0,0.039492722580047,0,0.01451940081873,0.034822350341304,0.053036123207275,0.20447875328898,0.0081110981145354,0,0.030163694530102,0,0.042994020217884,0,0.610653739512059,0.7984483520503003
2b856cba,0.082948137102789,0,0.18719565765543,0.11983150740302,0,0.1453941586246,0.095520939100898,0,0,0,0,0.039699225318489,0.0049942195157805,0,0.055272956126714,0.1726143583606,0.061001814812511,0,0,0,0.015181528145345,0.020345497833816,0,0.5609640591280035,0.8382899497581756
2ba1fb7e,0.21483991762672,0,0.1040345704204,0.0036107424029684,0,0,0,0.012363007299977,0.021075267210732,0.0023449833453046,0.031988996294514,0,0,0.33686408677068,0,0.13702269949478,0,0,0.13585572913393,0,0,0,0,0.4313551727691895,0.9071307689060073
2c2df194,0.17668092664724,0,0.18002503286879,0.084298810275217,0,0,0,0.055400550649364,0,0.010397182256697,0,0.066351281836542,0,0.13910474158415,0.034010293762281,0.12115815962359,0,0.020298980612899,0,0.088498685812043,0,0.023775354071177,0,0.5294791323338307,0.8488624495501292
2c4641bd,0.063394599414276,0.017250042643518,0.028755073255874,0.061517995304411,0,0.20151903963971,0.030754439843233,0.10684162479196,0,0.003657838988496,0.019251526976688,0,0,0.01035916582138,0.078672202038648,0.084831622779192,0.050386526050529,0.031233155245352,0.18963015176598,0,0,0.021944995440757,0.02,0.3127793825159332,0.9514704479438766
2c90459c,0.060465658024932,0,0.015296810042225,0.24995944716432,0,0,0.25833865093651,0.012517804781664,0,0,0.023371640783832,0.10000459561096,0,0.082700074953717,0.1119314419666,0.059376390875503,0.015643096391763,0,0.010394388467975,0,0,0,0,0.5965106118697906,0.8101683986850408
2c9d9875,0.032943507404325,0.13551666348728,0.18499167718226,0.12452819199715,0,0.0767912933942,0.0084758428803378,0.041940653894835,0.041682574449084,0.022535136255706,0,0.041703058296433,0,0.098548236080819,0.03974985657047,0.031217306360885,0.086007616643401,0.0068839764631667,0.020842603502718,0,0,0.0056418051369263,0,0.622074743377189,0.7981802660092497
2cc11440,0.091572482922164,0,0.040653519275817,0.16628808708679,0,0,0.11719229108105,0.040772084616249,0.021429605084592,0,0.04304746621115,0.034747587530345,0.011011384945525,0.028164601757911,0.084588081119913,0.054131452467387,0.0050731230740271,0.16738175037141,0.087559244748708,0,0,0.0063872377069621,0,0.3806146539100198,0.9250902521802242
2ce7edaf,0.14193873035147,0,0.2774838714631,0.11684425231684,0,0.10489024454704,0.041368410201199,0,0.060136383192147,0,0,0.004369213612505,0.010792304044203,0.017910217050507,0.051276371646652,0.05444658397017,0.022821701692453,0,0.095721715911725,0,0,0,0,0.6186986105656315,0.7913022754020588
2cea6dae,0.12450373607374,0,0.59002551402953,0.078768391268582,0,0,0.016120322051739,0.020559990933937,0.013152816313979,0,0,0.04436819534359,0,0.047252526258934,0.019331221863247,0.033382815393444,0,0,0.0076178749728736,0,0,0.0049165954964025,0,0.8119457473254993,0.5833169269364487
2d0ce6d3,0,0.033695918585685,0.030417488881187,0.10749082635242,0,0.062332811176526,0.11194825631971,0,0.013088507626229,0,0.020498942602955,0,0.041460086569967,0.090522474343751,0,0.12731273499759,0.049571672299399,0.049673233617607,0.24323085477654,0,0,0.018756191850423,0.07,0.18465858574450456,0.9998350639322985
2d683c1f,0.037251488177319,0.032612977977388,0.10912662821008,0.027225661680631,0,0.060314227905491,0,0.033333849614044,0.035969061103636,0,0,0.020023870818613,0,0.0007,0.024528785789247,0.049142388969277,0.36541856516814,0.0044844040254046,0.16382402789753,0,0,0.036090930937736,0,0.38665942495646693,0.9214241414842517
2e9ba05e,0.14347980406484,0,0.20842601824441,0.051096774180862,0,0.073810200319085,0,0.039735189835767,0.0085013801032496,0,0,0.067951615043035,0,0.063101723733508,0.05810853921003,0.20013261731306,0.031986857717062,0,0.036340817524838,0,0,0.017328462710247,0,0.4960138474948366,0.867676063482127
2ef45476,0.10326680993104,0,0.45339977350768,0.13927777750239,0,0,0.15121791890304,0.036609467522841,0,0,0,0.047561403973738,0,0.015984102195167,0.017481607002851,0,0.011175024550497,0.0098483371168066,0,0,0,0.014177777793951,0,0.5970619313573796,0.8048132427985975
30ed6c4d,0.071822135338992,0,0.073266822060125,0.095130100148822,0,0.11516139633718,0,0.014815300988975,0.0020096037169456,0,0.022954798357465,0.027966054758564,0.0083928121367482,0.13597731361547,0.049197354704774,0.16660365182424,0.011312506357006,0.011200854843745,0.17284328679876,0,0,0.021346008012185,0.02,0.3104935214960232,0.9527391064585292
3107533c,0.19147684341176,0,0.31059376472465,0.066927152767277,0,0.024723538732656,0.046087032659276,0.047808306506515,0,0,0,0.053317692568096,0,0.082246636807671,0.071602129830528,0.058715876123697,0.0083628042596093,0,0.015300324769917,0.022837896838349,0,0,0,0.6643218681284392,0.7512674563999542
314b3b08,0.070373189691549,0,0.20847506363311,0.16807873027068,0,0.10441962241249,0,0.038130138273191,0.023001086133748,0,0.028480754450734,0.027019465321092,0,0.012651168507147,0.11286203847167,0.064199894543815,0.0022926637609791,0.0051498359125393,0.13202541827286,0,0,0.0028409303443787,0.07,0.18499983699608488,1.0212805842220434
31dc5fe1,0.13477165326464,0.022323382401891,0.14503877570522,0.2067195890987,0,0,0.053311470780472,0,0,0,0,0,0,0.037667608604191,0.048956940972598,0.077638184814737,0.15085945147712,0.0058036610627081,0.084849917413781,0,0,0.032059364403943,0,0.4378317645713802,0.8980371320135287
32f7779d,0.14964899749276,0,0.059782522066389,0.094305506969273,0,0,0.035584181370915,0.036856570959171,0,0,0.0087609376390785,0.031785025633675,0,0.19598250156796,0.159020429269,0.18384074662661,0.0053386191525346,0.0003,0,0.038771773869679,0,0,0,0.531335789726449,0.8476061883159316
33ccace3,0.14072909491696,0,0.23137705951592,0.097609354641139,0,0.11702987017295,0,0.036960043676901,0,0,0,0.035466315663212,0,0.031886780123286,0.041272579856789,0.054869284958725,0.061257451002149,0.021507554178353,0.13003461129362,0,0,0,0,0.5784335266446257,0.821421099858911
34dfd211,0.074319396984093,0,0.40727277126468,0.062680731823402,0,0.02920201989814,0.010498201272474,0.0063315581012969,0.0006,0,0,0.05516638942546,0,0.17281982883195,0.033062503555138,0.10853416110199,0.001,0.0024880219393208,0,0,0,0.03603039649212,0,0.6327444513689557,0.7737688357738647
3532ec0a,0.08274781474541,0,0.37678976767155,0.10182086327931,0,0.10436929347094,0.0452230053305,0.019753349594853,0.0042192781252791,0.0067796033892945,0.0004,0,0,0.046934603940625,0.082086140604894,0.055913442633661,0.050911498295862,0,0.010939077173299,0,0,0.011125175577151,0,0.6321242653129404,0.776133589071708
36cd6a8c,0.12187049196951,0,0.063991165407903,0.080994363995795,0,0.060003356151787,0,0.019683690817338,0.040018631312616,0,0,0.023192486418615,0,0.25581617136289,0.061190752038026,0.1347108324249,0.025068470743535,0,0.10502568584368,0,0,0.0084339015134086,0,0.3634941691943964,0.9332639572164082
37616fc4,0.10263443861224,0,0.033114085025783,0.23651363540225,0,0.0075343323060443,0.030001401979844,0.057201372317394,0.0068803404826733,0,0.0070520750610791,0.059397226404176,0,0.13822668932939,0.10454076404478,0.091049938100833,0.093450297693611,0.011813432086806,0.011407896366717,0,0,0.0091820747863761,0,0.4286278860020447,0.9023632620473137
378bba31,0.089908475561054,0,0.053035225919254,0.17270169896087,0,0.066412848544952,0,0.068113635077043,0.034137217776271,0,0.010672246162206,0.0034119321758614,0.010490241832532,0.062504081295563,0.12192247058793,0.17790676970958,0.039659411439855,0,0.075043565001721,0,0.014080179955301,0,0,0.3920346799695163,0.9188010089702886
3799992f,0.072370054180252,0,0.30955327466356,0.070288985869017,0,0.060135008975687,0,0.034038041817355,0,0,0,0.037475256681095,0.0001,0.0088514531826001,0.02308225835614,0.081446828508035,0.16728707136708,0.021711122740257,0.065172708713339,0.025540795315168,0,0.022944898525695,0,0.576422948925198,0.8211692666553702
38546283,0.025761271522578,0,0.49872610806875,0.1698638466793,0,0,0.11631086774957,0.00159571268828,0.017395884659886,0,0,0.012865235699089,0,0.034044811737331,0.078787998010148,0.044648263185075,0,0,0,0,0,0,0,0.6001278925403806,0.8018211542071382
3880c844,0.10574927749813,0,0.045546155400877,0.24789544677417,0,0.028251366883844,0.11537025043921,0.016987919681073,0,0.025756202200453,0,0,0,0.038902659796812,0.044733708628461,0.21142138632309,0.086153737741358,0,0.03323188863253,0,0,0,0.04,0.24943796781303768,0.977544443852728
38ef59ed,0.092240087560612,0,0.071953029788001,0.14477013043353,0,0.092079940825676,0.056162096109113,0.027715370038016,0.013637762672808,0,0,0,0.017242793818722,0,0.029392717298239,0.16333618524828,0.14255470390653,0.020352593398089,0.099920868675558,0,0,0.028641720226826,0.09,0.1600193384402727,1.0057840170443133
3926dba3,0.14501969209565,0,0.23621209428134,0.058851495980269,0,0.099818212844534,0,0.0039224128603542,0,0,0,0.044980828274029,0.0026846203513931,0.055410583897434,0.032989126164101,0.097888584624654,0.096583235848618,0.0028351369154887,0.085137350037056,0,0,0.037666625825076,0,0.6113637576603383,0.8029423167707839
397e302e,0.19830783191367,0,0.24647078720663,0.14729566839253,0,0,0,0.087981766268389,0,0,0,0.074040430665313,0,0.13386147864662,0.074861231525613,0.0057179858687987,0,0,0,0.022569344802459,0,0.0088934747099855,0,0.5999641617263616,0.8003014614743074
39ef3ef1,0.16327551031987,0,0.36277087005752,0.084484268993379,0,0,0.023765528820128,0.0051520942761856,0,0.0006,0,0.036115519999788,0,0.058822162967258,0.055193690734223,0.065414492505801,0.0003,0,0,0.075698947597673,0,0.068440709506133,0,0.6072796378301235,0.7933464456742599
3a360c80,0.063225469726533,0,0.12354659417445,0.18294604068117,0,0,0.064560878266678,0.055769892356214,0,0.0071882310054445,0,0.0082299850837236,0,0.087755315967734,0.092213858830899,0.098019948352777,0.21639125178864,0,0,0,0,0.0002,0,0.45412626122066735,0.8908530479921603
3b1e8e56,0.043480089921495,0,0.12357728781563,0.15476581357674,0,0,0.048671154006653,0.067649570231719,0,0.0004,0,0.088670667187052,0.0053113864955804,0.074125898895909,0.065674088086848,0.075634716562031,0.13446640426493,0.0063611685430647,0.079644258874484,0,0,0.031575731973761,0.01,0.33846377288558455,0.9406094186929532
3bd094e7,0,0.12118548880087,0.067016493625767,0.054408928096566,0,0.0010931054537074,0.027945383391043,0.032993164539194,0.0094692112979663,0,0,0.055288723394909,0.091529396213352,0.016843370663748,0,0.07684318960228,0.24331578811935,0.098976959470305,0.015632102388818,0.034060037376463,0,0.053398657565659,0.04,0.2389064421845853,0.981120935245517
3bd86fe7,0.058394278357945,0,0.031147418395432,0.13823732512484,0,0,0.10147991608226,0.013093150332153,0.051987454416277,0,0,0.054307365008841,0,0.24307511010717,0.24771356387196,0.043130041932517,0.0022590141368125,0,0,0.015175362233788,0,0,0,0.37583969165215886,0.9435196219708538
3be615b7,0.1948013195572,0,0.19067321923632,0.092267799142266,0,0,0,0.035820191402099,0.11106449119277,0,0.043381216917842,0,0,0.16404661160767,0.075525183225281,0.068353648817246,0,0.012608243229416,0,0.01145807567189,0,0,0,0.5682324601678893,0.8242416419544056
3c54cfc7,0.24761983370467,0,0.40670809036202,0.081181441815102,0,0,0.032390834361214,0.044134274693909,0,0,0,0.048106414469268,0,0.083791261570213,0.0074923569763786,0.0089626306864542,0.0036511714318193,0.021846290824225,0,0.0032089381367316,0,0.010906460967997,0,0.5995172025900672,0.8077859898096738
3ce57f19,0,0,0.44488128572951,0.15576552029727,0,0,0.09645578645367,0.0017287847110159,0,0,0,0.020835956869592,0,0,0.042921114244215,0.12263596569141,0.097969017704661,0,0.0071034700391096,0,0,0.0097030982595481,0,0.6295658171549561,0.7776883696197958
3d936a71,0.12669283377724,0,0.26938630760241,0.093195633635058,0,0.067535775119372,0.044836962873952,0.045125800961669,0,0,0,0.025977613131359,0,0.076277606532963,0.062326761104023,0.10471661326803,0.018505422493586,0.0039890493812012,0.046707907765788,0,0,0.014725712353356,0,0.7044735243005721,0.7392797827119629
3dd9e081,0.10126782501791,0,0.14878577005537,0.13794123421746,0,0,0.043378678373341,0.062096036794917,0.0078951134286122,0,0,0.050898117666794,0,0.090605553917781,0.13084906935114,0.11196173062733,0.04019817139942,0,0.050500790561918,0,0,0.023621908588005,0,0.4989378184724044,0.8678996495551035
3f2012b6,0.073418120060205,0,0.19051314001346,0.063763363508339,0,0.17921116759888,0,0.051688629837573,0.021213628557228,0,0.003317934272692,0,0,0.11640322776284,0.062804805774783,0.058696923634952,0.077244433255698,0.0031969109604135,0.089397142220619,0,0,0.0091170483877892,0,0.5589912438562479,0.8400074635948983
3f52a1bb,0.092703998305762,0,0.074344649070981,0.0787344645936,0,0.15965585454146,0.12521562886553,0.02233547533931,0,0,0,0,0.073311319151746,0.068810821164158,0.0096334005996315,0.12766527134704,0.026445392487461,0.029870461160033,0,0.057280529372624,0.052351855031122,0.0016408789695444,0,0.4018325398746193,0.9156995309095719
3fbe693e,0.098119857499526,0,0.18786030529494,0.056793296706857,0,0.12523029152877,0.023861267551278,0.020501559215494,0.042610407898806,0,0,0.04196811348058,0.052934915121781,0.037383486370177,0.016688446663365,0.084961129164363,0.10630830072124,0.058441034115587,0.028668325696138,0,0.005652377066741,0.012016885904361,0,0.49570420778247415,0.8715529312041843
41059154,0.22606181159623,0,0.36122797059663,0.02751153719654,0,0.034594756009179,0.001111902877406,0.016619235245808,0,0.0004,0,0.03072199796628,0,0.13864873944515,0.037859626779911,0.093938152270365,0,0,0.026048400615392,0,0,0.0052636202309474,0,0.709009656863978,0.7064180879440549
41d10ca9,0.038407307245208,0,0.10486943838757,0.078473707644893,0,0.024091430839749,0.051037666184652,0,0.078251730892355,0,0.03877254180521,0,0.0098801252619642,0.13551382797796,0.12351649492283,0.19556716622431,0.0049148835706278,0.0029977864223836,0.10719833344302,0,0.0065075591772731,0,0.02,0.31326525540173367,0.9531555969091741
42c07ead,0.18252940954333,0,0.08951095915069,0.058601509196754,0,0.27246163895952,0.020950270391673,0,0,0,0,0.041734985121239,0,0.023011738425793,0.08897945269474,0.085463310205754,0.032331457437447,0.0023734955365903,0.094345414248481,0,0,0.0077063590879909,0,0.3802723366886894,0.925331909859557
430d6c41,0.067166971313467,0,0.27319046954333,0.14034523532733,0,0.089846888996853,0.061052211014199,0.045740085092981,0,0,0.027043196667977,0,0,0.070347583092058,0.064130899661621,0.051568515565012,0.050903784873081,0.005866988255515,0.016635716905838,0.00900798891143,0,0.027153464779305,0,0.5603040773914659,0.8317189922821646
43b969ef,0.24945098266307,0,0.37200179413968,0.089671781607518,0,0.021547482569864,0.060577190203636,0.021328061170323,0.0096632898953068,0,0,0.01433101156481,0,0.01850597904637,0.024302926492076,0.027987284802717,0.0095445304445675,0.0019923312453303,0.064277394753168,0,0,0.014817959401569,0,0.67109545183984,0.7405307645615651
44615ba8,0.062191511151099,0,0.057861784120844,0.18230902021303,0,0.011455394248296,0.013868840919138,0.046851461325742,0.027704246259694,0,0,0.09610233328061,0,0.011353537108815,0.068173228331744,0.098746389970275,0.089173709729752,0.0046566061282806,0.19490213793539,0,0,0.034649799277296,0.03,0.2777390954986264,0.9662145812372687
44624e0b,0.13867338466408,0,0.32608920817321,0.050461482097204,0,0.043084479873233,0,0.018490230526935,0.0003,0,0,0.045058118448343,0,0.14396776281079,0.0603471733061,0.096466319569202,0.017191263614228,0.0051624153968519,0.043970448418293,0,0,0.010723306235687,0,0.5863295079512725,0.8093520051725047
447f0731,0.03237271522567,0.012324439443028,0.21147084505199,0.091493137210316,0,0.019695849378515,0,0.047345663806337,0.040050145240728,0,0,0.058917058187388,0.055922864653114,0.0261491425809,0,0.012390447907434,0.077863445897924,0.082986784446883,0.22422058588672,0,0,0.0067968750830435,0,0.4011017722803307,0.915227722113137
4545348f,0.098556994278032,0,0.13341248187099,0.058359882584833,0,0.16110221600198,0.0094924621211554,0,0.071955727520773,0,0,0,0.01481270487579,0.010295016727653,0.01821366071504,0.066660564202414,0.17234250643535,0.047495249387097,0.092519893888429,0,0,0.044780639390463,0,0.5228501022776981,0.8626813866847285
45bf5217,0.10945672491918,0,0.077116263103144,0.10007689088339,0,0.10248783687725,0.0020187059578322,0.02602937407843,0,0,0,0.04852906619879,0,0.16330679867372,0.11352741873235,0.087310481663134,0,0.01783456753614,0.11985861500759,0,0,0.032447256369047,0,0.35633408370618175,0.9353946834771095
47b14505,0.060281516985678,0,0.034560108528469,0.098858379196875,0,0.016943927840317,0,0.032913636568907,0,0,0,0.036442915253847,0,0.12225481937843,0.0040399825022827,0.24119679036276,0.11562724252513,0.013055757413073,0.11334759704397,0,0,0.11047732640026,0.03,0.25975695470144633,0.9777551129836314
47caf079,0.0006,0.071807762573206,0.15059124171954,0.1225273635525,0,0.057289873578464,0.056405332239919,0.054826861551542,0,0.048317909621279,0,0,0,0,0.080602529795329,0.14530272759984,0.14471090719061,0,0,0.063110785620131,0.0039181852858396,0,0,0.4690349784648826,0.8854255942409327
485f059b,0,0.056343570970916,0.061631185663717,0.11929494050491,0,0.13779477519162,0.063362495836885,0,0.0074052931191207,0,0.03215150354105,0,0,0.074028600508319,0.09367416174358,0.21230716367655,0.03212452503059,0,0.07342529621507,0.01014220896374,0,0.026314279033933,0.02,0.3250229849346799,0.94618263561907
48c0be10,0.049382715015613,0,0.051337283868688,0.1658793686876,0,0.10766313230119,0,0.031392362343872,0.064990524435821,0,0,0.14597866659453,0.036065675153148,0,0.052580112206036,0.034776443128107,0.14778292478872,0.017838705320058,0.073386473157385,0,0,0.020945612999243,0.03,0.2803302111121031,0.9697257631731917
491c7f67,0.14239100298992,0,0.20525586389025,0.030073455095338,0,0.078952720857646,0,0,0.043666595781853,0,0,0.047971927098747,0.1149482009334,0.011748681065664,0.0090691694858768,0.047089994655804,0.11041814680451,0.0055829725896901,0.14348983540574,0,0.0036752748787242,0.0056661584668284,0,0.6241498111261392,0.8009585940515036
4938e83e,0.012020413155508,0.033242030844579,0.05577908664863,0.11500032108913,0,0.0078189938884889,0,0,0.022582127347334,0,0.036715964637812,0.0031309389376352,0.012951656995692,0.22544827348016,0.024384248945539,0.21902658950279,0.071843102810496,0,0.13848590741687,0,0.006915773005618,0.014654571293716,0.01,0.3458069077604982,0.9418106751465605
4984202f,0.16398147486731,0,0.36168497293994,0.053052824349931,0,0.13713919263502,0.0026908759173244,0.0052824455563607,0,0,0,0.045210537129877,0.0027408202087948,0.0058238012680141,0.051303665028169,0.073374762509534,0.051610580868907,0,0.02033332946484,0,0,0.025770717255976,0,0.7011643904776104,0.7186499251803714
49becce3,0.13182978733218,0,0.30089575036249,0.05317105861062,0,0.025736992062522,0,0.015141407361864,0.041578508517755,0,0,0.053194976509358,0,0.20018049856446,0.048208953652231,0.094724533378571,0.016178921660416,0,0.0002,0.018924954628885,0,0,0,0.6959013766548058,0.731840013921384
4ba3508e,0,0.043221607458982,0.15778865222623,0.071347178035567,0,0.075742118852829,0,0.026163717602504,0,0,0.023739145232474,0.046719611295783,0.020483186423207,0.21183470409148,0.049095541444709,0.16327678583272,0.0046667321072604,0.0044975403123379,0.10142347908391,0,0,0,0,0.35333881793594235,0.9370497059254838
4c8648f5,0.31103465830107,0,0.17588529370318,0.19991823345871,0,0,0,0.0081551986096561,0.12125424442705,0,0.037260000522515,0,0,0.012988980116685,0.04427153103154,0.033681220508843,0,0.014484161657482,0.041066477663276,0,0,0,0,0.4499097186457665,0.9020722054505834
4c966efe,0.015331762669267,0.030292172298504,0.062087461782751,0.14003577341983,0,0.029105371397064,0,0.019937974953971,0.059285841913299,0,0,0.076468670836859,0,0.26574730161944,0.085141168509446,0.12970606477312,0.023796230152002,0,0.04573284569112,0,0,0.017331359983331,0.03,0.2962001909036347,0.9663483383797454
4cdd597f,0.2037633556429,0,0.17576575271561,0.011880888408077,0,0.025763308695029,0,0.14395362140774,0,0,0,0.073207032143873,0,0.2101716737164,0.05612116731725,0.060302752592719,0,0.0050180090292862,0,0.034052438331123,0,0,0,0.37666146997672784,0.9333959829964978
4d36e127,0.11937709057773,0,0.31558893151088,0.08249120465133,0,0.031085259433976,0,0.040179622865693,0.0024392460337348,0.026649253683872,0,0.061191912406534,0,0.10830595690789,0.13112536353118,0.048624648840765,0.025776582125661,0,0,0.0071649274307472,0,0,0,0.5645553581008773,0.8243933643984825
4dc43045,0.043594524795266,0,0.22460722295605,0.27975143465,0,0,0.13542369481112,0.024831110145828,0,0,0,0.040822198306274,0.0067132671929673,0.075324704092291,0.041176379830539,0.0664358479833,0.055471875394777,0,0,0.0030984536357035,0,0.0027492862058842,0,0.47014070409126346,0.881531519978125
4ea3866e,0.068330355116602,0.072154443073211,0.12344156790206,0.085502459069816,0,0.11344346566068,0.01397794798625,0.013305308470712,0.046492029086216,0.027093494756606,0,0,0,0.036786749272578,0.048465019894475,0.082469194168765,0.030449868025698,0,0.21917342739772,0,0,0.018914670118618,0,0.5199637647504938,0.8599504380463424
4ed68c20,0.11769258260269,0,0.05235118213934,0.2517813785996,0,0.044620036504659,0.13837442010658,0.054125348350105,0,0,0.013051256223947,0,0,0,0.069871270205729,0.11838533321876,0.11406505568397,0,0.0026739957017257,0,0.0077183836513469,0.015240849505423,0,0.3647593759271914,0.9306964764509529
4ed9b51a,0.16560260465733,0,0.37578410359918,0.16093967285196,0,0,0.0035986239216227,0.010594722147988,0.013715755866723,0,0,0.030603781884553,0,0.057923364845914,0.03943476980621,0.071239747239161,0.013707493239039,0,0.035179375897089,0,0,0.021675984043237,0,0.6888859846942191,0.7267673501009695
4f2b6b76,0.10261048358395,0,0.22502639337448,0.051086493227894,0,0.10763386128313,0.023701486250828,0,0.031005154091669,0,0,0,0.0014062412597466,0.094840221751979,0.05221607801916,0.10138294396673,0.041568910962758,0,0.16752173222767,0,0,0,0,0.5396625793037494,0.8462227744676732
4f361433,0.11688083864287,0,0.29364484240072,0.057172304192299,0,0.10888713793553,0.0074238435418388,0.02171924245967,0.032866886983895,0.0050744930692751,0,0.044712152670026,0.023898211800565,0.089224397783133,0.023067848817473,0.033475048997116,0.12057971348699,0.016231942685931,0,0.0051410945326665,0,0,0,0.6938661326514672,0.7423975595612999
4fb80022,0.14528737640462,0,0.015325094804148,0.010850661855481,0,0.098254051369502,0,0.049373386768551,0.036123131667604,0,0,0.042720999563228,0.013379987658236,0.11286407200736,0.0027584458129739,0.0841115715096,0.14527548255857,0.1568881718967,0.072616009650993,0,0,0.014171556472436,0,0.38590455448522387,0.9213080676100902
5061303f,0.11575684323607,0,0.38252943567867,0.049194974747517,0,0.021906572718166,0.017254307761189,0.00492016544809,0.0034467501467966,0,0,0.042750001879822,0.0045530825823595,0.051416751624507,0.05808593279564,0.060071612242963,0.098402918928558,0,0,0.057228054601976,0,0.032482595607674,0,0.6310305365237425,0.7759963551786442
508976fe,0.014085868456758,0.01553534474317,0.022820234267909,0.17648746890313,0,0.015115812501669,0.046675359020338,0.015745566432757,0.061803032229761,0,0,0.17438248095616,0,0.25858151193007,0.088677514099444,0.083845331539455,0.015259910542911,0,0,0.01020675207931,0,0.0008,0,0.37609936194046084,0.933892670569358
509159f2,0.10157849448592,0,0.044814852807889,0.070929402212664,0,0.12926709044495,0,0.044461848631843,0.041825496122767,0,0,0.043246620938197,0,0.044140417195246,0.18106878865151,0.17012731286847,0.012966911071665,0.052927190636277,0.040955168317991,0,0,0.021690405614602,0,0.5473643066196221,0.8402341492868225
50a313a9,0.12223023269597,0,0.31183070363641,0.12238342197613,0,0.013201894939145,0,0.051452704700899,0.032837552024219,0,0.0066944957116309,0,0,0.034677804397466,0.011041525172802,0.1171476875031,0.016964037175347,0.01050275181912,0.13731572958371,0,0,0.011719458664046,0,0.6322245093094858,0.7810469300759434
51221b71,0.18830282510492,0,0.36084199207343,0.071773192623719,0,0.032411593526292,0,0.034627213558993,0.0051401263283604,0,0,0.048472596425099,0.019933177550773,0,0.0001,0.0035647988552644,0.11144487155678,0.040310814248098,0.071705411074663,0,0,0.011400530441674,0,0.7529516394915856,0.6715525336516113
5161838c,0.10233545664338,0,0.14326537975007,0.060234003851298,0,0.12306864837233,0,0.046351833503853,0.031931049065012,0,0,0.030684036692348,0.015546390741993,0.026149915509764,0.042893803794125,0.044357043433899,0.14508601794028,0.022076920796249,0.14455645799208,0,0,0.02146304191332,0,0.4897052999506466,0.8767568054264174
5260addc,0.13125680903061,0,0.064315798407473,0,0,0.46719584777243,0.017535537908095,0,0,0,0.05073749990229,0,0.0084818096196478,0,0,0.080138044335144,0.01054356813951,0.070357440727315,0,0.036478774769132,0.062958869388353,0,0.15,0.10017134879181877,1.0523924663016053
53424807,0.095778334152813,0,0.29587140490296,0.042194424189086,0,0.083556512208141,0.022823914659615,0.001,0.016185458717758,0,0.0050387049360701,0,0,0.25614955374767,0.031546546789962,0.060474009177044,0.057653217390008,0.0015555264894893,0.0089735249649775,0.0062700572856381,0,0.014942561197082,0,0.6622609824618498,0.7585802091882206
53480dc0,0.10540936321586,0,0.26043643641613,0.066650656478235,0,0,0,0.030828336457794,0.071869272441416,0,0.044663039004293,0,0,0.27550032736119,0.0087224434589639,0.0066695432689469,0.034332525456527,0,0,0.071247837228477,0,0.023670219212179,0,0.5632971043591124,0.8262499491507519
