Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
18860abf,0.20368421355476,0,0.13988536177478,0.052874957047597,0,0.10540247438493,0.003112010661046,0.055372668523874,0.082712526250006,0,0,0.026954720909787,0,0.17007622649427,0.050549099548129,0.029594299773031,0.033191125217296,0.015182607989715,0.026885110562924,0,0,0.0045225973078581,0,0.6178451548677383,0.7990318996477147
18f2c008,0.054125376492165,0,0.081227871116228,0.031282525714998,0,0.10409475361586,0,0,0.09561890348067,0,0,0.13169039302464,0,0.16927707691701,0.0064510381677675,0.03122042165015,0.17986981343745,0.025254488301227,0,0.071570626537244,0,0.018316711544584,0.04,0.2446273761904904,0.9830698528486211
1916f968,0.072337831523492,0,0.23204877260513,0.11805986688724,0,0.033285297953052,0.019162429951236,0.051568443339574,0.011670669846183,0,0,0.064107205890486,0,0.087146951534378,0.10687102527397,0.08020349315931,0.022792754943203,0,0.074478259882707,0,0,0.026266997210036,0,0.6201786285140786,0.8002068754751493
19f441a5,0.13913672852021,0,0.27511443673071,0.099944399234838,0,0.16143576245535,0.012675541787574,0.022848517598563,0,0,0,0.0059009745179629,0,0.03154655924079,0.062170945782471,0.084536850533254,0.050990308546395,0.0068337289483802,0.025271663071364,0,0,0.02159358303214,0,0.6537296406268324,0.7683527532504024
1a0ba473,0.18366176429612,0,0.15515837522878,0.10939810200269,0,0,0.04347876513335,0.054624482810058,0.011633253439314,0,0.009998037613939,0.02354854287194,0,0.073988388371755,0.16257488705304,0.048413192056404,0.0220613592592,0.068241979430811,0,0.014299491053459,0,0.018919379379128,0.02,0.2972669302199872,0.9788399683068827
1ac403f9,0.057554457021884,0,0.11993641329808,0.15075728286281,0,0.090523925223929,0.094850229503904,0.015732027423476,0,0,0,0.022853087306837,0.0096050954900389,0.042797177398627,0.08137556510003,0.15220916629081,0.11982668759322,0,0,0.020069148417284,0,0.021909737069073,0,0.4705229508737755,0.8852558444627767
1b3deeeb,0.13672035027371,0,0.1169892740629,0,0,0.13131327161867,0,0.035350062890729,0.049659504456937,0,0,0.024916626789215,0,0.034670910049093,0,0.019365702584268,0.083399444789614,0.32106391476522,0.014996781005364,0,0,0.031554156714283,0.03,0.2648275857213807,0.9898423471866843
1b503435,0.13403196456012,0,0.50688804380225,0.078893308613241,0,0.010491866393695,0.033240808651603,0.0098180453217615,0,0,0.0074647513880898,0.0016541144071586,0,0.12620251128543,0.033130282104965,0.036620595193317,0.0050549000752438,0,0.0065289065466678,0,0,0.0099799016564522,0,0.7538794971007176,0.6565735480869749
1c3039f0,0.12685440789308,0,0.33546941642239,0.13095182220863,0,0.045372131513231,0.0079349102298511,0,0,0,0.019854964686294,0,0.01191200304134,0.025182321954729,0.041830522697496,0.071078298532786,0.072638313022692,0.0005,0.086623802560476,0,0.0089208784017845,0.014879407381902,0,0.7707950600563658,0.674524612514256
1dc8075b,0.06569190596813,0,0.10288720859935,0.029268610341629,0,0.10704843144069,0.036303832857307,0,0.058048245460363,0,0.031225264487893,0,0.0081444504387184,0.057159439116358,0.013796037447765,0.13925004638763,0.068112399424102,0,0,0.15206169235463,0.046071366517719,0.084931069157718,0.02,0.3075658894435952,0.9529601660566964
1dd5ec67,0.18859114121932,0,0.37111496919692,0.044309960203768,0,0.048465762324308,0.023910585651465,0,0.058223716920676,0.0016895311962889,0,0.0027581254683522,0,0.10733931977353,0.010201958090336,0.041631849553811,0.046328035177338,0,0,0.031985822468572,0,0.023449222755318,0,0.6637846527384076,0.7478775295444455
1ef4c9a4,0,0.024680345476551,0.05052498833566,0.2170188195257,0,0.054439159919294,0.028408874981406,0.066142449093964,0,0,0.0079332652444514,0.064542144316491,0,0.042180321070624,0.12204244758486,0.12236264134173,0.019635541748704,0,0.15527263671276,0,0,0.024816364647795,0,0.39417267880758566,0.9180906683667105
206537cc,0.15977402894634,0,0.24401555579271,0.15071575460704,0,0.051417423510687,0.045234599992008,0,0,0,0,0.012148041839098,0,0.10827283975581,0.088364672025416,0.04952352646025,0.0063507690997846,0,0.081337615940543,0,0,0.0028451720303313,0,0.6195339428833578,0.7917251033681443
20870a8f,0.15211943785179,0,0.5216438028553,0.12679056873397,0,0.069515843298889,0,0.0027396921675031,0.0033323834831721,0.0046885076678313,0,0.046678967145353,0,0.0028164689818812,0.005918355866725,0.026514882214504,0,0.0055990266698834,0.025633976746125,0,0,0.0060080863170679,0,0.6461810474098507,0.773216704536861
20a96363,0.18762226552165,0,0.099980370956158,0.073865068674927,0,0.11730346859103,0.0071633750114002,0,0,0,0.015748076318184,0,0,0.035093135012327,0.012181799701844,0.075265948182106,0.022240319515939,0.008521365795093,0.3219222715419,0,0,0.023092535177445,0.03,0.2808124621751239,0.9764458983979258
20c6123b,0.18958412665398,0,0.34931104286867,0.0847436013731,0,0.030165194560665,0.044943468795261,0.0094370181397441,0,0.0014047991146685,0,0.018668667224955,0,0.044302014099734,0.044447803690345,0.08580007877762,0.037247325666275,0.0047751501574776,0,0.027200796489958,0,0.02796891238755,0,0.6188478167899432,0.7845407406529434
2133df71,0.097904228413239,0,0.2631855113546,0.15209010824313,0,0,0.040792208909778,0.071514152955689,0,0.012859056985427,0,0.035543510259602,0,0.050984958116357,0.095436292069831,0.05865030429967,0.050544718376317,0.0011752044217492,0.060641030446827,0,0,0.0086787151477827,0,0.6043991521641178,0.804209970249883
213d57e8,0.093151812037987,0,0.074841699057495,0.045125611930457,0,0.17242968259877,0.064152818888642,0.0012865627328803,0.0097959639981606,0,0.018569567522721,0,0,0.13536875915029,0.14036301544111,0.13080205465147,0.043346388176921,0,0.027636453554847,0,0,0.043129610258248,0,0.4461108448679716,0.893983606178387
220a9619,0.085880602273488,0,0.02315216768076,0.019236848251143,0,0.023787034720233,0,0.045495054841021,0.075275951621589,0.0048201873468237,0,0.0043176196900669,0,0.49491643441996,0,0.13273249994189,0,0.054355278104586,0.027087207606709,0,0,0.0089431135017303,0,0.4436315354649533,0.9083089196616243
22c44a19,0.039230274513508,0,0.36090886580854,0.08732200042095,0,0.071147609085025,0.019005681660694,0.054882094524381,0.017931736507536,0.038005226172171,0.023600703124869,0.027606376773059,0,0.080465015767332,0.065220273765703,0.076851087701882,0.00784396093566,0,0.022041634363598,0,0,0.0079374588750969,0,0.7040928139345942,0.7282442634612077
23894b02,0.20235409610923,0,0.44110202284458,0.043009737719773,0,0.026514103924695,0.03863412666118,0.01507329585204,0,0.0051520473383066,0,0.015224302078971,0,0.04778003297735,0,0.039803759646947,0,0.074699946909442,0.041523298623351,0,0,0.0091292293141346,0,0.6593220436510528,0.752573468144965
23e87533,0.17445598348488,0,0.26708510721294,0.058718470131277,0,0.092343351307415,0,0.019697080821942,0.016443198167915,0,0,0.028235810129919,0.010647783795687,0,0.00759729691853,0.053619501704875,0.12536687857885,0.018841440752771,0.096843057151825,0,0,0.030105039841177,0,0.48405734041044607,0.8744553155210202
245ad8f3,0.081032925547989,0,0.2604911941435,0.029766784663648,0,0.06066344342225,0,0.016050730268946,0.025253724063478,0,0,0.019147632452876,0,0.11591797772335,0.026379495657542,0.16200300302928,0.019628623285191,0.04261960551947,0.096136488421333,0,0,0.044908371801139,0,0.6455788520036596,0.7835242803827364
2525f105,0.092839842920461,0,0.32232580519235,0.095048861062283,0,0.049292307372403,0.031148397950168,0.021778120162423,0,0,0,0.030291149478255,0,0.15112791089944,0.052459983906933,0.080276789804711,0.027586887378523,0,0,0.036998659603617,0,0.0088252842684376,0,0.5944298034270326,0.8055889930047907
25b2851d,0.092796971201335,0,0.10993629948771,0.058305831240775,0,0,0,0,0.044559209244131,0,0.068727891750919,0,0,0.26027826101125,0,0.058603089763035,0.060647047249165,0.023694168550212,0.21270179721532,0,0.0097494332861451,0,0.03,0.26499183853969516,0.9797956643811591
26f62491,0.30095422526258,0,0.37168851955991,0.01765851984321,0,0.033571912624026,0.055391217908848,0.01780440764091,0,0,0,0.059590770054203,0,0.067885954414439,0,0,0.0054983393826144,0.051441527258739,0.018514606050527,0,0,0,0,0.6476855714959948,0.7641991088270962
26f78840,0.11584762546041,0,0.19030582653446,0.093958396768586,0,0,0.13460000780175,0,0,0,0,0.057968008848303,0,0.30243720088229,0.03609531790165,0.063593694115818,0,0,0,0.0008,0,0.0043713627532655,0,0.4680944523138583,0.8830823491061212
27b42f71,0.12677336771037,0,0.54051011939444,0.022014992608142,0,0.0571471547614,0,0,0.042423139393629,0,0,0.023287840762457,0,0.077184252704504,0.0025532874577273,0.029872724428521,0.0017948036905229,0.0020811337639574,0.058228105273695,0,0,0.016129078050635,0,0.7228317525458992,0.691774663483955
