id	filename	md5	size	state
01fd8c86-0fb1-4fe6-b0c0-a1c8bcc1e616	68acaa5e-6a27-499f-925d-710af9d30710.FPKM.txt.gz	21367afe958040ee0b2e8e5241f17b74	502822	validated
02145fba-e5e7-41c3-a671-1e371aac8498	c8fb3217-2cc9-47c0-84b6-b666c07624e6.FPKM.txt.gz	979cc9c0467fd4f3f5fa50a111230066	534294	validated
0242c20c-527c-4962-862b-1e3026b47908	47caf079-95ad-4c12-b8cf-fb333f72900d.FPKM-UQ.txt.gz	ce03822fd2d9ebc0da27dd0f4960cacb	489890	validated
024d37ff-309d-470c-8fff-72f94bf4b41e	94da98fb-7e9f-4937-bf6b-dd6885258f7c.htseq.counts.gz	bce1ea36049ca641683154858bf2da99	259918	validated
0268d740-37f4-48ad-a9a6-0fad12d26d8e	35a1df51-9daf-4d8b-ab87-222b8562244a.htseq.counts.gz	16f075c7c35e590ab9a0932ef376d2a0	247965	validated
029cb422-4fc0-462c-bf17-e5f5ed7d0d4c	05582ed0-da34-418a-b96e-fb4505e9ee03.FPKM-UQ.txt.gz	b97bd4350ae7b40779756dcb1d221127	509653	validated
02b0093c-2ab3-4213-a5df-ac526ed1d973	ce4ac30d-f2e6-40f3-a2db-fdcf0218b8fb.htseq.counts.gz	5facff34c38648c3b53d7d368a1ebfe3	255646	validated
02e412cc-0c36-45bc-aff6-aef046ef3bbe	bc81c085-a31e-4b2d-9697-3680d9b0f132.FPKM-UQ.txt.gz	7cea708e6c91cb0a5ffa1d7bec18399b	502833	validated
02f6fbf8-82b3-40f9-854a-71da4d5009b3	1b3deeeb-5fde-4154-a57f-bb575ccfb2be.FPKM-UQ.txt.gz	3b8d8a7bb60821ab55472d6d7aae432e	526756	validated
031e2bfe-03f2-4e9b-b586-73746c5e29cf	d876380c-cad9-40e7-a627-f2fd2322509c.htseq.counts.gz	4e6cd2381f89973a0f53402fa714c15a	254462	validated
0330210e-0c1d-4ed-82c0-732770bfea7b	508976fe-e7a9-4743-a098-2fb0cbe32f8d.htseq.counts.gz	1416c93abe9c750111ed0a9aeaaf1591	248452	validated
03418695-e200-4957-9453-e34acffe3c67	e4de8f87-b9c8-4021-b29a-b7d128ff64a3.FPKM.txt.gz	c53abbe1897e918dca6e349c9afd0361	543331	validated
036fbeb6-114a-4c5f-bc9b-d5317d4aef0f	ae3d90f2-e69b-4711-8e09-368c732cdc23.FPKM-UQ.txt.gz	2c9b9fe7fa644cf5d0019b09fb6940a7	491052	validated
0394f36a-f54b-41bc-9fb5-f7eb5b08d639	e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	028884d633dd522ddfa3b09ffe8bfe17	511988	validated
039ccbdc-6daa-4fa3-bf07-2b0f887fee2e	b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e.htseq.counts.gz	5b14b0b39c7dcd95df83f8046232f884	252464	validated
03b4cdde-2bbf-478d-b751-8fb592e99667	35a20ef3-e207-45f7-9854-6b565e8f3849.htseq.counts.gz	38ea41f68701ff6175a49e48a4c0be8b	252112	validated
03ed5d81-eb7b-434f-8faa-7a99143664ed	a12ff0ad-8580-4cec-9e63-1175335f0316.FPKM-UQ.txt.gz	cd4735b876f195c00f382e1f935d38f1	536881	validated
049c9590-0edd-4934-93b6-34a8b9f6acdb	4ea3866e-01a6-490c-84a5-546c142ebcb5.FPKM.txt.gz	e1eb8e21bcc45a8f9eff00a39c857b2a	517540	validated
04bb5e20-4329-4c9a-8d80-072bf38f515e	6d53bf05-58d4-4633-b2da-0dd71d89ee91.FPKM-UQ.txt.gz	ef5b9630b9eef7841394157d6990d376	502177	validated
04bdcd2b-6dde-4c5a-a0cc-31941f3fe3dd	027ec9be-7e41-44df-8f61-1e5698303eac.htseq.counts.gz	ba24be97b209b47cb29b88e987ae838e	254024	validated
04c48702-a9ec-4c1e-99ba-805adc04c93b	3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.FPKM.txt.gz	7f81ee0c66d3cef839c46bf6ee146f87	509537	validated
04ddcbe3-f123-45ac-a1a9-c8509cf5d3a6	3799992f-2a2b-4a7b-8c21-f493764f4ce8.htseq.counts.gz	f8f03df32ae6ca1b991197e5180477b0	252472	validated
04df4138-7069-4cdc-8152-13741a7fcdd9	2e9ba05e-9255-4556-9cd2-78f7bca06f3f.htseq.counts.gz	5b3a823f5bbddf4c764ad65e014fef4c	251824	validated
051db44c-1f20-4100-a3be-e077754854b8	90af0faf-3e8c-4741-bf49-f87a5b21d54c.FPKM.txt.gz	4ec871c4a356a7fb0ee3d7e3786b3af8	529085	validated
05284daa-4c27-4022-81c9-f83f3ffdb70c	508976fe-e7a9-4743-a098-2fb0cbe32f8d.FPKM.txt.gz	1b98ef5780a6b9954f2ff6089d0602cc	501847	validated
052bb42e-4e27-4236-90e8-a892e4d5b1d4	10d037c2-a3bf-46cf-9e27-0584733f6794.FPKM.txt.gz	3bdf164bca5353c9e51c886efc6f9107	515239	validated
05414076-3295-49a9-a520-915540c653a5	0933e6f7-e2ac-4dc0-b34e-4a45109a28b7.FPKM.txt.gz	1dde3ecf89f8baadba9c9acde550fb73	494183	validated
057704ab-3a90-4901-86c2-e22c246fcbbd	4ed9b51a-78a1-48c7-90bd-8ecd2e5767ad.FPKM-UQ.txt.gz	15c8aae62c100932ecfc4a428a06da2c	519683	validated
059db82e-0297-4fad-b6a4-48ca1f704d78	f98edf9e-796d-4eb5-b86a-8d41748279b8.FPKM-UQ.txt.gz	e4c66e43ef033264160d44d46d0fad15	495710	validated
05e18968-65a8-4240-a597-57d03c3ec174	f9d52f9e-4f82-431a-a427-1c1259b8e765.htseq.counts.gz	9d06730363c894df1b30ee8aa863e81d	252852	validated
0610198f-6d5a-43fb-9a91-48746aceb876	6188f79f-599d-45ff-802f-d1ee94b97b22.FPKM.txt.gz	1f10251bd4e9123e73efaf076f570dce	521490	validated
062b40e1-2f4e-466d-a85c-d5c721bec650	e879390d-b662-4121-8137-e35bf208edac.FPKM.txt.gz	800af351c180437fdbc636f64055c578	518282	validated
0637f1ad-0c00-40c5-b5d1-df15c123c2a3	bf09f1fe-5f5d-4262-9159-5ec62f86294e.FPKM-UQ.txt.gz	437d88dc9cb4b9efc0d3dde9258d7c95	507020	validated
063b8da0-cad0-45ee-93ae-d8c6f045e1cc	d0918436-f01a-49c3-afba-5c29f4076f6c.FPKM-UQ.txt.gz	4c62a9ca4e916d27ae226cfb080ffbf2	531195	validated
06550811-fa91-44c6-ad97-7d7180de2b9c	0bf42173-8de0-457d-ad94-81584556c3e6.FPKM-UQ.txt.gz	4b17c8a7f6c8bd48848c96064db3aba6	523482	validated
06c39b40-812d-4a9a-bf39-af4802302cfd	b5b0644d-9eb9-44aa-a5a1-39e9630ad156.htseq.counts.gz	6d8bb36f5a65612eeec4a7eeab2befe9	258091	validated
06c7212f-ce42-4f2e-affd-2576b724ccfc	b32ed1d3-c9f1-42c7-ad2a-32794591a839.FPKM.txt.gz	e28a885fb2c0518484250d874c7c69ef	540414	validated
06dbc523-8c42-4cac-9e51-b956657ad143	3107533c-054e-463c-b2bc-73ba71ed133a.FPKM.txt.gz	d61077ac68ea275ffc5f96ca3ea09a04	515508	validated
07843184-7fee-4cd3-a7c9-0e315fbb0183	e4d01f10-116a-4936-a24b-dda4e6c53397.FPKM.txt.gz	5dfcafa15fdd84ccd0d05e4359c2a514	499621	validated
07b6829b-4da3-4294-b9a9-e03acea85e76	372ab2b4-31f7-4e79-962e-ce2b4a385c12.FPKM.txt.gz	1e981aea32e0af9407e660709ab4aac8	566993	validated
07b95c63-ff30-4c96-8948-5c66bb30f87e	4ea3866e-01a6-490c-84a5-546c142ebcb5.FPKM-UQ.txt.gz	f5529f4191365e57f916e37d75052ee9	520697	validated
07bbc2e0-c3be-41fd-b6e1-07c0f42bef31	6363e940-3a9d-49f3-adb0-e084be80d95d.FPKM.txt.gz	01c17928321c5bc03b109e7762c4d491	496072	validated
085a3bcb-dd79-4df9-9c1c-df0472c36284	3799992f-2a2b-4a7b-8c21-f493764f4ce8.FPKM.txt.gz	01b6a341b5155b9b0d0ebdb5214780ac	515962	validated
08623239-fbc4-4b18-936e-898c30b5beba	82bbc554-6c00-4a55-9295-a36ad9e648c3.FPKM.txt.gz	ad9042731c400ac9b19f667be395268c	499208	validated
086d0c12-6be1-4c82-aac9-c1754d954645	12e07df9-d348-41de-9b87-9da18df6934b.FPKM-UQ.txt.gz	94534d9f02248c4455523871ecada1fd	513224	validated
088ff77c-c639-444f-a925-0757cb97d189	f4eb983f-0eee-4c8a-9f72-b5382957d377.htseq.counts.gz	a9281410fc298b301922abd6d1bcd8cf	253856	validated
08dae29d-596e-4c5b-98c6-79eb3af0ab8d	9e49e3ff-f780-48db-9349-e59e2112b6de.FPKM-UQ.txt.gz	8948556d9e5bcb21b71331eca261b26f	531830	validated
08e0c534-a931-475a-ac0c-39644d0b83d3	f1af55bb-21e4-473b-ad35-906fdc6a7cf5.FPKM-UQ.txt.gz	64306d6d32b44802ee9a89a0b3e3cf06	515095	validated
09042885-2cff-44e8-ab6c-80460d2e96c5	778e1365-7b5e-469c-915d-c3be22bec7a8.htseq.counts.gz	31941ff725ce398883af04e7974d2d29	248847	validated
0906c604-225b-4354-9e55-c7eeeac1ce83	022cbd07-3e20-4144-b2ab-8c76adffae73.FPKM-UQ.txt.gz	61e529d8b93f7506dc646e3ccd63b54d	508533	validated
0908ba82-9b98-41d7-a512-48420d290f34	959e98c8-c279-4178-acc2-0bb0c42ed5c2.htseq.counts.gz	60bfd38adb6d2790111728fc5aadd3c3	244727	validated
091e50b5-abac-4a99-8bd3-14001faa4d1a	3bd094e7-eaf8-4cef-9f87-557bc5753b26.htseq.counts.gz	2cd6222a14f247d1db3fc1c7747bf010	249127	validated
092c1a6f-018a-4acf-8a42-2b0b2944d9e8	1dc8075b-ed0c-471f-8947-967d23ff686b.htseq.counts.gz	f7e8cf47789c33d94d44ecf649923349	256516	validated
09529169-0120-4d46-a78b-e090ba5115fd	be066ad3-e17c-4adc-9f4b-4d5c33d4dfad.FPKM-UQ.txt.gz	34cd9007afbd51e8140a388a0df49ad0	533675	validated
0953ce77-71fe-4942-96be-27658135bbd8	557b2e70-c648-4da7-90b6-b2d844e9b6ac.htseq.counts.gz	d91eee60fcb94972c90426ece7233e54	252070	validated
096e538f-8902-4343-b78f-16b4d737e89c	a7d6c6ab-c4c7-4d51-8aa6-5adb24f71754.FPKM.txt.gz	32c80356bb740668ec19b7fdffe53d39	527810	validated
09b4d8e9-c0c7-478f-b6dc-e6552f38a67f	b9010a9a-7ee9-4f57-a1d3-5bba72acb67d.htseq.counts.gz	e47028b69edf4617b0854423e60691d3	253406	validated
09d00d8f-ab0a-4736-a0a0-02de6dce2836	b2157771-1197-44e2-9c5f-345ca584bc16.htseq.counts.gz	965506d601a6b660e3a8a2a621cc0ad3	249945	validated
09d93428-e1ad-4a00-a849-689a05db66fd	8dcf8486-6c13-4623-90c9-2c9f65f58fc8.FPKM.txt.gz	48f8af0c92a24b5747e65131537d5340	514657	validated
09f200c1-64c9-41a1-8987-4a2c386e5ac4	61f2d13b-a11b-48e2-ab4b-84ca27d54eb2.FPKM-UQ.txt.gz	db09df7335d9267d9ae59ec9080fde4b	524034	validated
0a299310-bd1c-4393-9b3f-4e397c8d90ac	dc724482-dc82-41e0-9f01-3451e5be2ae8.FPKM.txt.gz	fc76848ae8fcdf58f141c25383e72e8b	508349	validated
0a5d1b6d-381b-4dfa-ac4e-af4f7152791b	c07dbc2a-b197-4b5a-a1a7-8acbaea7441e.FPKM.txt.gz	18347be11d2292ab8963dae7fa4ddfc0	509457	validated
0a6c9dfa-bcbc-43cb-be34-c5d7faadfe3a	f9ea29ab-6953-4646-b367-cff2483b9f46.FPKM-UQ.txt.gz	82b86e97ace00a3ac982d0bc57777f9a	530685	validated
0aaf1076-c99d-408e-9220-dc307355b84e	a55e6cad-f959-47f9-a525-d429099c7e99.FPKM.txt.gz	c70c9f5ecb522ef2496a67fde3eb5410	494402	validated
0af09c09-7128-47b4-b060-1453a3e53bc1	a5869c6f-c024-4eaa-9379-eabe99b45e70.FPKM.txt.gz	b2a265e88301f7e460c6c84c213794e2	543825	validated
0af1398c-b3ab-44f8-93cd-b66f8c74d232	4d36e127-5fad-4b97-afff-28f4bdbf5f5d.htseq.counts.gz	9577a1b096b91e877fee8667399ff91f	254642	validated
0af1b217-6de0-48c6-ba62-6ffacdc07dce	d5a54e1d-02d7-4cee-b6b1-e0a616cc322d.htseq.counts.gz	128975071dd4ea1209d79261f761121a	247857	validated
0b3ff64c-21f4-4bb5-8751-e9ae1637c1a4	b4661ac5-95c7-450e-8797-b2dbe04ad1ee.htseq.counts.gz	40e5038c2b6f9e5b4fe1a91b665a5f2b	245751	validated
0b6c9346-d974-4b41-9892-84b2602f0f19	b4661ac5-95c7-450e-8797-b2dbe04ad1ee.FPKM-UQ.txt.gz	562d043296f4ce4f53a84a54d5f09b99	489513	validated
0b88d607-858f-4835-82df-5ea31924b34b	ac3af473-48c0-4fb1-9f31-56ba6fa744c1.htseq.counts.gz	82486d7434a8658c3dfb3dc414e04c5e	247793	validated
0b90bc8a-f974-41d7-85bb-bd7ece9e60be	783a2365-c4a2-4db4-ab14-d52e603d8230.FPKM-UQ.txt.gz	25ba9a298e90e2b08cf735e1d1867608	518954	validated
0bf044f3-db1e-4508-9153-7331f1476966	2d683c1f-3a48-4bb8-84f9-bad6347c008b.FPKM-UQ.txt.gz	d50c27daf1fcbe5f4f645f1b1f8c6f0c	531977	validated
0c06b278-531b-49b9-949a-80d66829c800	b20e7824-c90e-464c-9f17-d138e84ca8e7.FPKM-UQ.txt.gz	b2a0bde09a043999727777fb4a0302ce	519165	validated
0c7dbc1e-6996-499f-8e9c-fe57afe6fa6f	8a2863d8-26a3-443e-a36f-5c149de57136.htseq.counts.gz	97500040e75d0868231bbc389ca37cda	250568	validated
0cb63470-8d8a-4ec7-8f38-37538d50b18e	5260addc-0596-42c0-85c6-b74744db9cda.htseq.counts.gz	6a53b189ea9d14d647fc73d18df8e2f6	260396	validated
0cb8db31-ecc9-4780-a9cf-b6d229622165	96717cca-f561-43ee-8fac-74c9aa43c202.FPKM-UQ.txt.gz	8dc399242eaad51e9bf5b30fbc342753	532822	validated
0cdac541-dda2-479f-ac0a-9b99488bd609	11180707-ca2c-4933-bb99-df496bffcafb.FPKM-UQ.txt.gz	59e1c0d771c75db6c9efa91f7c2512d5	522454	validated
0cec48d7-b6d6-415f-9a9d-860f11db33c0	b468a0f7-2b37-4988-a179-34870f3ff1fb.FPKM-UQ.txt.gz	95aa0136ec8a97b2e065be161b532c03	498447	validated
0d2bac05-71d5-4c0a-9636-8fa6c39f76f2	39a4a8d9-029d-46bb-8d3e-6edd0d4d1191.FPKM.txt.gz	8ab02c55a3f9d330f2a5ca4e7f35b5fd	504195	validated
0d2fe5ba-b4a4-41ea-9e75-2373dd97abf5	485f059b-e143-40b6-b4d2-96bb7497558f.FPKM.txt.gz	81ae4b47835702f79b7fb95c0b0b2b0d	488427	validated
0d443140-d0b1-4302-81cd-d3ca240f2004	5dbb0cb6-18b4-411e-bfd2-e0f6549dc78f.FPKM.txt.gz	418920a5460fc5dd900547cd974527a4	526012	validated
0d6ec050-06a3-4ae1-b915-ed66632a6ccb	fddb387d-716e-48ca-9e99-483564c5384b.FPKM-UQ.txt.gz	ee2de9a25f7148c1761e8e024e3edf32	507116	validated
0d8e0de7-ddfa-42eb-9ddf-a369540c39ed	524d2e99-0526-426f-873d-ea65e27b18a0.FPKM.txt.gz	3564dc2745ed9850a61091d9772a028d	533440	validated
0d9512c6-f3a9-4103-b694-4ace826923ec	60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.htseq.counts.gz	ae11442c6d17bd20c8d1d20658d200cf	249717	validated
0d998aec-02a2-48c5-9960-101941cccf34	9e49e3ff-f780-48db-9349-e59e2112b6de.htseq.counts.gz	4033ef917f3996b4c044b0a245340e1b	257134	validated
0de55b27-1a00-4df7-9409-52be8b7d6f8b	b1f9bae8-7483-41ba-aab7-7a051850df23.FPKM.txt.gz	7d875559a3ff0d19c093f42a439bcc3c	544570	validated
0e1ed904-8ccd-43a6-9c4f-7fdcd06d1982	c6bb0ad7-6fbe-4436-adf7-f2e87b5384fe.htseq.counts.gz	13e7027b6064c07e89988740933190be	255917	validated
0e1faad5-a63e-4a6e-bc6c-8e28eb4f152d	b0937926-a768-41bd-80bc-68d4e5743f8c.FPKM.txt.gz	e6782dd67dea4917a74eeffca13de031	503793	validated
0e3de66a-371e-4cc8-9db4-7728be2c7468	e4de8f87-b9c8-4021-b29a-b7d128ff64a3.FPKM-UQ.txt.gz	49f8529ff0c57b26fa7335855bc4535b	546235	validated
0e51d887-100b-4a8b-bc32-34bb48cf9ae8	d4a55f22-e655-4c8a-bb7f-a1a35eb5e43f.FPKM.txt.gz	dd8412dce893353f89205525396aca78	520886	validated
0e6829cf-ebd8-4f47-ab19-a63994e15ddb	f204f6b8-03fb-4464-922d-de9fffeff9d5.FPKM-UQ.txt.gz	585e86b184a84f59383d005a65a9c48b	507026	validated
0ea2b1a6-690f-4037-a4fc-5bb5ed0e2f64	b9010a9a-7ee9-4f57-a1d3-5bba72acb67d.FPKM-UQ.txt.gz	00ff1653fc66f41b9593e8df2e3c61dd	514769	validated
0ee9a8f5-962a-4d9d-8716-06d62b13d878	2c2df194-4ed9-4b96-9b19-3b7988bd6d81.FPKM-UQ.txt.gz	cdc6592a1370c40da8ef794b17e99a41	553526	validated
0ef3de29-403a-4f48-b5e5-942536f8d368	1b503435-1ff4-4e3f-b07e-96adbe94549a.FPKM-UQ.txt.gz	8dd5f3b78df36da01cb8833f1f1038c6	489700	validated
0efdd168-bc53-456b-99be-0d32d487e63d	3be615b7-aa41-47c4-852d-a5423cd03188.htseq.counts.gz	ece3be0c9339a9371fcb1febe1d8c4ec	250576	validated
0f0ac53c-5b2e-43ba-8f65-acb8dae1909a	491c7f67-a4c0-4d26-949e-773cb0f123ae.FPKM-UQ.txt.gz	95eeb0b036070a35626283f8d4b79de6	544082	validated
0f4b9db7-c993-4114-a6e1-a9cba0f7856e	5abe9a73-0ec5-4d88-9aaf-1db6795f364d.htseq.counts.gz	6ef4f01c8c8ceb8c47e66a71fb3b04ea	253450	validated
0f5f287b-ee07-47b1-9d71-03cacffbdc21	dc76cdde-f77f-4604-94c4-0b150b9a56b4.FPKM-UQ.txt.gz	03d16f7df1a9a79f7b764bb2e5ee0005	512590	validated
0f7252b5-7fac-4726-9045-cb2b7a7a4010	79caf319-b6a9-4e02-aede-444242d215d4.htseq.counts.gz	d7d8644a38b60bc3a5f851e15571ce49	257297	validated
0f893b0a-16b6-4612-b739-e27f3a837dac	df692bf8-d523-4528-aa0c-a0549373adee.FPKM.txt.gz	8a60dc30b07f7f0a3678f637cb25abae	509067	validated
0f993efd-6fd6-4294-a4ed-0b7690b75899	7f73a1b0-8b36-425c-90d6-c1daf18e4a18.FPKM.txt.gz	0794622e21643c395ee80667292863ba	510421	validated
0fb60734-2ff0-4974-9c8b-7313c06ceef9	29326e2f-eab7-445d-93e7-9290731745e7.htseq.counts.gz	5bc8f80bd333c9cb930f6ec0c8733a04	250860	validated
0fdc6ae4-5d83-4ca8-ac21-94c2d941e9a0	057c6a18-e5f2-4eba-9c20-c483c5a67cc3.FPKM-UQ.txt.gz	39b0cfbd287b848a185a55c41b240b89	607118	validated
0ff2e2d1-430f-4171-a8a0-222bc22c9c9c	8238188f-fb01-4f30-9f3f-6bec98625c63.FPKM.txt.gz	178361cc8e16255fe0edf5006f90dd51	532781	validated
10140ed6-2634-46e7-9e8d-7912a8ba794b	a32bbdca-c79c-49b9-bac7-8b442e4b47e0.htseq.counts.gz	692797a8808418e903a230a9874c6768	250309	validated
1094c6ec-57ea-49da-a77e-f8028b03b4e7	c9381f51-ec09-4487-88a4-8e94452e4893.htseq.counts.gz	e8e42548464e00932b81357ee21d6635	253509	validated
10a0510b-6e4f-45dd-ba76-09d144dcde48	f9ea29ab-6953-4646-b367-cff2483b9f46.FPKM.txt.gz	ac97ff0a48dfc0940c68c1425fb0c9d1	527852	validated
10afe43e-dd49-40ab-b68f-dab765f5c8d8	cdb40040-4357-4d85-ae62-91c38d4806d1.FPKM-UQ.txt.gz	21c7038042a594850256becc6c4e5c5f	545827	validated
10b6df33-8f32-4ed9-b1b1-8867be485a2f	6e98ba8f-e00d-470c-832f-adc3dc6956a6.FPKM.txt.gz	61e93edfed714da7280bba70c08d0f41	505452	validated
10bec814-a040-4fcb-92ae-0e3f5a5069d7	12fff07f-74d6-4ee0-9f4f-36a4d194d24f.htseq.counts.gz	abc8f5e9c0665d14b4c920ee92805433	253474	validated
10e9d27c-b7e7-4ddb-afaa-972df7f123ef	b32ed1d3-c9f1-42c7-ad2a-32794591a839.htseq.counts.gz	bc7281ebecf57ce938e8829b650b4a93	258250	validated
11143692-2466-49e7-beeb-32f8b4cf5c50	60be1c92-8f57-45b0-adc8-eb2f2d0e3805.FPKM.txt.gz	b986b56338ec98a38324733840017c7b	528850	validated
114ee5ba-5efa-4381-aebe-41b90eeccd81	780ab54f-9100-447b-ba9e-75480e7be3d9.FPKM.txt.gz	4defb49a9c75612a181328551c522dc9	550688	validated
116cebc0-53b8-442e-841d-a8406f28eb7a	3ce57f19-ef4b-4bb9-8530-eb0752975f4b.FPKM.txt.gz	819ed5a725ff67d2689aa1cbf42e84de	495859	validated
11d369d8-82ed-4875-ab26-ba5e8bee7769	51221b71-eaee-41f0-849f-98ef800ad010.htseq.counts.gz	3104d42778978b0b0b2a1bd9332bdc78	261088	validated
11edb1d1-38e2-40d6-b422-a15ec3315a5c	aead190d-5225-42df-b11e-696de98d8011.htseq.counts.gz	097566f8e754360bd6368aa5e6643eea	257070	validated
11fa2ef9-728c-4e7d-a458-f781648c4064	b1f9bae8-7483-41ba-aab7-7a051850df23.htseq.counts.gz	fea89cdac101db03d12b822409ada9db	258626	validated
1208ffe2-983c-4bb3-90dd-4cc8b9918830	c58c1851-be04-4875-96ff-2833bb6af91c.htseq.counts.gz	bf2bce4ce26e3706a947bc1f4e1fafab	251565	validated
12299a09-6ad0-41b6-bad1-518cc26d75d5	7972a299-f3bb-43a5-b75f-a1cf3c998bc5.htseq.counts.gz	eb19453ef1c96d596eaf2ee7038f2a8f	247280	validated
12422e57-110b-4c42-9000-6d163d463c31	7ff71ff2-38d3-46b3-b2a3-105377beb504.htseq.counts.gz	65082f7772bd9e702ddaeefe1cf2bcf0	251178	validated
1259fc1b-7fc8-4da6-97f8-9db96f5cd1bc	2291ce95-0573-4402-8c25-ec5a824212d9.htseq.counts.gz	3d8a07246deb6a09bdf09fadb7ac0d03	246718	validated
12dc3992-3bda-41eb-9a83-fbca93d2a942	c1ed5a99-73d9-443d-a32e-222705cb6a3a.FPKM.txt.gz	2ea7f27602e6a47e865ecb799d78ea77	568974	validated
12f0cfd8-9371-4df8-99ca-c609fb4ca62d	b992fcfa-0303-41a6-86dc-10414c33c38c.FPKM-UQ.txt.gz	2f2dc2c08e73e8bf486d0e147a738ff2	514285	validated
12feadf0-ce03-4d45-8979-39fcb56dcf25	592b3724-0836-41e9-b4d0-1bce729e7a1f.htseq.counts.gz	436107c5eb823afd4fc5887c90c224c5	253282	validated
130f181d-170a-4b82-9844-4c7846c7cf28	2cc11440-ca73-417f-9130-82930f3a1152.FPKM-UQ.txt.gz	6dc7b5f15496938d2372dc92910318b1	523559	validated
13351082-b874-4dad-bc2d-b686a11218f9	60be1c92-8f57-45b0-adc8-eb2f2d0e3805.htseq.counts.gz	f23ffa7d59eeb62d7fcdf4b12cb80b62	255764	validated
134456f1-1bd8-4cb7-b0a7-8b171132c095	042b37c5-7ba2-4731-8b16-5510cce257b4.FPKM-UQ.txt.gz	63d6fb27287bdeea6252475f6cdedc47	512897	validated
1344f507-e11a-4eab-80f2-82e20a4e8ede	74a288d5-7bb7-414b-b422-f9a4548a8433.htseq.counts.gz	30168df32eb8013415055b96a68d49db	252053	validated
135b525d-05fa-471d-9020-b8627e2b2a53	545df815-3b73-42f4-9540-457f01e43f07.FPKM-UQ.txt.gz	7037f435fbe3cd9c3a3c7272a9325f4c	532608	validated
1389d3ab-0d46-4500-9194-e7db3a9f7923	05d2b1e9-22a4-4369-b622-63846d672875.FPKM.txt.gz	b5965f12062a273c329a5f7bc4f47ba7	545265	validated
139c706f-d38b-4eba-bed9-703f0d0dfb8f	62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.FPKM.txt.gz	c6feb903deac1ac6366cac3838769da8	507411	validated
13c7db10-8088-436b-bc0f-7ba3cd7412cf	cd8d48a8-d183-48ab-82f8-ffb11224239a.htseq.counts.gz	ba949f51e2f124f3cb447769f64e9e52	252432	validated
13cc9127-bcd8-4a7c-a16a-1febc66f26fe	c962af41-67e1-4e18-9d59-cee591ef98f9.FPKM-UQ.txt.gz	265a076910472674fea92467f2c07ec6	536136	validated
13d52449-aa61-4459-9730-fb2a3bc6e343	755f981f-f957-48ec-9779-cf9887e19ab0.FPKM.txt.gz	b4ad8a45c08aac087b4257ae30e4df3c	521805	validated
13f0e686-bffc-4172-aefc-ae4ff40c8339	fdbe22dd-cc5e-465a-9bb4-5336ac42af75.htseq.counts.gz	0b93e0779af24f0fb31abf0c726a4e32	253118	validated
13f2b3e6-3c45-4232-aa3b-2b40c7f94947	31dc5fe1-f1d2-4a41-b939-fb08745c8d8a.FPKM.txt.gz	9f8c79eb669d944395657c06c87ac05c	525105	validated
